MemberList,Uin,UserName,NickName,HeadImgUrl,ContactFlag,MemberCount,RemarkName,HideInputBarFlag,Sex,Signature,VerifyFlag,OwnerUin,PYInitial,PYQuanPin,RemarkPYInitial,RemarkPYQuanPin,StarFriend,AppAccountFlag,Statues,AttrStatus,Province,City,Alias,SnsFlag,UniFriend,DisplayName,ChatRoomId,KeyWord,EncryChatRoomId,IsOwner
[],0,@9f52fac95fcc4a8049ee591c132cf530,中国科学院微生物研究所,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651039142&username=@9f52fac95fcc4a8049ee591c132cf530&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,内聚人心，外树形象,24,0,ZGKXYWSWYJS,zhongguokexueyuanweishengwuyanjiusuo,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@51e526eb51466d17ba28104af9d8f9dd,中国科学院数学与系统科学研究院,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651039148&username=@51e526eb51466d17ba28104af9d8f9dd&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,普及数学知识，传播数学文化，探究数学奥秘，领略大师风采，把握数学与系统科学前沿研究，了解最新科研动态。,24,0,ZGKXYSXYJTKXYJY,zhongguokexueyuanshuxueyujitongkexueyanjiuyuan,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@76c53e49fa805ab22db9bbb04a3af354,中科院近代物理所,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651039153&username=@76c53e49fa805ab22db9bbb04a3af354&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,聚焦中科院近代物理所科研成果及动态，传播科学知识。,24,0,ZKYJDWLS,zhongkeyuanjindaiwulisuo,,,0,0,0,0,甘肃,兰州市,,0,0,,0,gh_,,0
[],0,@b6eef4435a7f8f8dabbcd30899fd0e6c,中科院遥感地球所,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651039158&username=@b6eef4435a7f8f8dabbcd30899fd0e6c&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,传递前沿动态、普及科学知识、服务社会公众,24,0,ZKYYGDQS,zhongkeyuanyaogandeqiusuo,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@033d0873f1eb750f5b34cb88fb6c581d,伍治坚证据主义,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651042673&username=@033d0873f1eb750f5b34cb88fb6c581d&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,100%全部原创，没有一篇转载。全部都是干货，没有任何广告或者软文。覆盖的主题：金融、投资、商业、经济和时事。,8,0,WZJZJZY,wuzhijianzhengjuzhuyi,,,0,0,0,0,上海,普陀,,0,0,,0,gh_,,0
[],0,@7a7be48432621bee4d41bf4f96dd0efa,清华大学小研在线,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651043342&username=@7a7be48432621bee4d41bf4f96dd0efa&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,立足校园活动，服务师生校友，注重文化引领，助力高教改革。新时代，新“清”年,24,0,QHDXXYZX,qinghuadaxuexiaoyanzaixian,,,0,0,0,0,北京,,,0,0,,0,gh_,,0
[],0,@c68e278847f156eaeea822497ed57dac,腾讯创业,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651044204&username=@c68e278847f156eaeea822497ed57dac&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,"腾讯新闻旗下创投内容官方帐号，致力于为创业者、投资人提供创业报道、智酷洞察、大数据分析等有价值的信息。
",24,0,TXCY,tengxunchuangye,,,0,0,0,0,,,,0,0,,0,gh_,,0
[],0,@ada5b97073579e4897d0bdb76718ed0d,VCSaaS科技驱动创投,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651044209&username=@ada5b97073579e4897d0bdb76718ed0d&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,VC SaaS定位于创投圈的云服务平台，是一个垂直于创投圈的协同办公平台。致力于让创投圈的工作更加简单、高效。网址是：www.vcsaas.cn,24,0,VCSAASKJQDCT,VCSaaSkejiqudongchuangtou,,,0,0,0,0,广东,深圳,,0,0,,0,gh_,,0
[],0,@08f57000c0b0c7173120d37e1b11c561,知晓程序,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651044450&username=@08f57000c0b0c7173120d37e1b11c561&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,知晓程序，是爱范儿旗下专注「小程序生态」的品牌，提供小程序推荐、资讯、开发教程、活动、社区等服务。 更多小程序内容请访问 minapp.com。,24,0,ZXCX,zhixiaochengxu,,,0,0,0,0,广东,广州,,0,0,,0,gh_,,0
[],0,@89f2df223ef8ad76d17108899a920255,USD联合实验室,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651053182&username=@89f2df223ef8ad76d17108899a920255&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,广东工业大学，以用户为中心的系统设计联合实验室,8,0,USDLHSYS,USDlianheshiyanshi,,,0,0,0,0,广东,广州,,0,0,,0,gh_,,0
[],0,@3e8e3292fabc6fb26de10eb47487b60a,GitChat精品课,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651053189&username=@3e8e3292fabc6fb26de10eb47487b60a&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,GitChat 是 CSDN 旗下全新的专注 IT 领域的知识分享平台，集分享&amp;学习功能于一身。我们会在此为大家放送GitChat的优质课程预告、分享高水平的技术文章。,24,0,GITCHATJPK,GitChatjingpinke,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@546d40b44d0a9d66e29f02e4adde2f0d,知乎大学,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651056525&username=@546d40b44d0a9d66e29f02e4adde2f0d&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,知乎 Live 是知乎旗下产品，旨在提供全新的实时问答交互体验。,24,0,ZHDX,zhihudaxue,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@20bee36904566ac2ef491fcc86c25d6c,QuestMobile,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651058659&username=@20bee36904566ac2ef491fcc86c25d6c&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,Quest Mobile（QM，贵士移动）：专注于移动互联网研究的数据服务公司，拥有全球领先的数据拾取技术、机器学习方法、大数据处理能力，提供移动互联网综合数据服务和大数据解决方案。,24,0,QUESTMOBILE,QuestMobile,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@df248910a42e940a252e199b636c6e8a,AIU人工智能,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651061385&username=@df248910a42e940a252e199b636c6e8a&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,AIU人工智能学院，立足经管之家论坛十余年资源、结合自身特色， 主要就人工智能技术普及、机器学习、深度学习、模式识别、计算机视觉、自然语言处理、智能决策控制以及新型人机交互等主题进行论坛研讨、努力打造成为国内前沿的人工智能在线教育平台。,24,0,AIURGZN,AIUrengongzhineng,,,0,0,0,0,北京,,,0,0,,0,gh_,,0
[],0,@3c3a76eff3343769167c99c3731c03ec,阿里巴巴招聘,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651062020&username=@3c3a76eff3343769167c99c3731c03ec&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,阿里巴巴校园招聘&amp;社会招聘官方公众号,24,0,ALBBZP,alibabazhaopin,,,0,0,0,0,浙江,杭州,,0,0,,0,gh_,,0
[],0,@3ef94ff5fc4977cc154bc58e26bb9e79,校客shock惠通学子,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651062838&username=@3ef94ff5fc4977cc154bc58e26bb9e79&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,全国大中专火车票学生优惠卡服务平台，提供最实用的学生媒体资讯服务。,24,0,JKSHOCKHTXZ,jiaokeshockhuitongxuezi,,,0,0,0,0,北京,西城,,0,0,,0,gh_,,0
[],0,@87592ba92bf272082079b68ebe104310,斑马技术,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651063580&username=@87592ba92bf272082079b68ebe104310&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,斑马技术(Zebra Technologies)官微,24,0,BMJS,banmajishu,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@bc7423e07f0a96428ecf7b07b7027d15,万门,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651068219&username=@bc7423e07f0a96428ecf7b07b7027d15&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,中国第一所网络大学和网络中学，由童哲校长创立，致力于降低教育门槛，让稀缺的优质教育资源唾手可得，让高昂的学习成本不再成为学习的障碍。,24,0,WM,wanmen,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@c980c1362d03b3b0568a443d24646082,广工校园生活督导员,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651068259&username=@c980c1362d03b3b0568a443d24646082&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,广工校园生活督导员,8,0,GGJYSHDDY,guanggongjiaoyuanshenghuodudaoyuan,,,0,0,0,0,Yunlin County,,,0,0,,0,gh_,,0
[],0,@1b22bf573c070ee2a2d375bce2b7fd2a,材料人,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651068850&username=@1b22bf573c070ee2a2d375bce2b7fd2a&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,分享材料领域内新闻资讯，材料人网原创文章以及公告。,24,0,CLR,cailiaoren,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@fc13a9d2e1672b64ecfd43e407e2c416,中国科学院大学,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651074055&username=@fc13a9d2e1672b64ecfd43e407e2c416&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,博学笃志，格物明德。,24,0,ZGKXYDX,zhongguokexueyuandaxue,,,0,0,0,0,北京,石景山,,0,0,,0,gh_,,0
[],0,@cd9ad54a4cf9243e3af4bf7f9f5fd508,定投十年赚十倍,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651074663&username=@cd9ad54a4cf9243e3af4bf7f9f5fd508&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,银行螺丝钉，专注于指数基金，雪球超人气大V，畅销书《指数基金投资指南》作者，曾多次排名亚马逊财经书籍榜首。北京电视台投资者说节目特邀嘉宾，中央广播电视台经济之声节目特邀嘉宾。雪球、微博账号：银行螺丝钉,8,0,DTSNZSB,dingtoushinianzhuanshibei,,,0,0,0,0,北京,东城,,0,0,,0,gh_,,0
[],0,@6929cc19c0aa6af6f7797332ff61fb69,西林街网盘搜索,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651074787&username=@6929cc19c0aa6af6f7797332ff61fb69&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,西林街搜索（www.xilinjie.com） - 重新定义搜索引擎；不只有网盘搜索，更是全网资源垂直搜索引擎。,8,0,XLJWPSS,xilinjiewangpansousuo,,,0,0,0,0,上海,嘉定,,0,0,,0,gh_,,0
[],0,@c03b03a21b3699a4846335c5d4a645a5,微信派,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651080565&username=@c03b03a21b3699a4846335c5d4a645a5&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,微信第一手官方活动信息发布，线下沙龙活动在线互动平台。独家分享微信公众平台优秀案例，以及权威专家的精彩观点。,24,0,WXP,weixinpa,,,0,0,0,0,广东,深圳,,0,0,,0,gh_,,0
[],0,@9424af9e91cd058680e3f5eed41357ec,该帐号已注销,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651081289&username=@9424af9e91cd058680e3f5eed41357ec&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,,8,0,GZHYZX,gaizhanghaoyizhuxiao,,,0,0,0,0,广东,广州,,0,0,,0,gh_,,0
[],0,@8bef54f1e3a83f0f6282d11ec24989cf,微信公开课,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651081504&username=@8bef54f1e3a83f0f6282d11ec24989cf&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,“微信公开课”是微信官方、行业合作伙伴、主流媒体的最佳沟通平台。公开召集，免费授课，欢迎关注和参与！,24,0,WXGKK,weixingongkaike,,,0,0,0,0,广东,深圳,,0,0,,0,gh_,,0
[],0,@db338006f1c039c84480d25fc787b0d2,GACdesign,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651081629&username=@db338006f1c039c84480d25fc787b0d2&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,GAC DESIGN即广汽研究院概念与造型设计中心，为广汽集团旗下传祺等自主品牌及合资品牌提供设计服务。,8,0,GACDESIGN,GACdesign,,,0,0,0,0,广东,广州,,0,0,,0,gh_,,0
[],0,@d193208dfc09a13d1e417d6bdadbc44a,SuperVessel,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651088185&username=@d193208dfc09a13d1e417d6bdadbc44a&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,该公众号服务于SuperVessel的使用者和运维者,8,0,SUPERVESSEL,SuperVessel,,,0,0,0,0,北京,,,0,0,,0,gh_,,0
[],0,@2224f358aba755aa6cabe373403842b8b823224f36920db0370df070121caf34,联想,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651089014&username=@2224f358aba755aa6cabe373403842b8b823224f36920db0370df070121caf34&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,联想集团官方微信,24,0,LX,lianxiang,,,0,0,0,3,北京,海淀,,0,0,,0,,,0
[],0,@a7bc9270e12dfbdb23efec7c58f158c5,BioArt,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651089342&username=@a7bc9270e12dfbdb23efec7c58f158c5&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,3,0,,0,0,BioArt致力于分享生命科学领域科研学术背后鲜为人知的故事，及时报道和评论生命科学领域有料的动态，BioArt也是一个生命科学领域“百花齐放，百家争鸣”的舞台，循“自由之思想”与“独立之精神”为往圣继绝学。,8,0,BIOART,BioArt,,,0,0,0,0,上海,闵行,,0,0,,0,gh_,,0
[],0,@c366e94bb0634f6cab40ca694be4e70c,智能单元,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=651090057&username=@c366e94bb0634f6cab40ca694be4e70c&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,面向通用人工智能AGI与机器人，为大家推送最前沿的原创文章和最及时的资讯。重点聚焦 深度增强学习DRL，可微神经计算机DNC，生成式对抗模型GAN及机器人学习。,24,0,ZNDY,zhinengdanyuan,,,0,0,0,0,重庆,沙坪坝,,0,0,,0,gh_,,0
[],0,@6dd19bfc4fb48dec2b43e2aee76773ca,百度AI,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670630584&username=@6dd19bfc4fb48dec2b43e2aee76773ca&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,这里是百度AI官方账号。这么巧，你也在思考人工智能的十万个未来？,24,0,BDAI,baiduAI,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@c0a079e1fdba42406203686c4950d33f,三星中国招聘,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670690177&username=@c0a079e1fdba42406203686c4950d33f&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,三星集团招聘官方公众平台，发布招聘信息，分享公司新闻，敬请关注!,24,0,SXZGZP,sanxingzhongguozhaopin,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@a83afe358b79fce4b67e4e84369a8c97,最强大脑,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670691775&username=@a83afe358b79fce4b67e4e84369a8c97&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,江苏卫视《最强大脑之燃烧吧大脑》每周五晚21:10正在热播，让科学流行起来！,8,0,ZQDN,zuiqiangdanao,,,0,0,0,0,江苏,南京,,0,0,,0,gh_,,0
[],0,@3d780d6938c3ac7bdd2202a24199bd76,羊城通,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670693093&username=@3d780d6938c3ac7bdd2202a24199bd76&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,羊城通官方唯一公众账号，目前提供羊城通NFC充值、转账充值、羊城通客户咨询、近期余额查询、信息发布、业务网点查询等服务，更多便利生活，敬请关注！,24,0,YCT,yangchengtong,,,0,0,0,0,广东,深圳,,0,0,,0,gh_,,0
[],0,@25ed59c9e8c7c27ef0900abcbc6271e5,赛艇传媒,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670693980&username=@25ed59c9e8c7c27ef0900abcbc6271e5&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,亚文化日益壮大，一个赛艇在原公号excited301基础上创建赛艇传媒，我们将集思广益，致力打造最具姿势水平，国内一流，国际知名的网络亚文化平台！希望大嘎多多资瓷！,24,0,STCM,saitingchuanmei,,,0,0,0,0,香港,北区,,0,0,,0,gh_,,0
[],0,@4b4627437e46ce7f89be97e6a7841abb,CU检说法,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670694600&username=@4b4627437e46ce7f89be97e6a7841abb&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,够CU，够开心。,8,0,CUJSF,CUjianshuofa,,,0,0,0,0,江苏,苏州,,0,0,,0,gh_,,0
[],0,@831510cb3b972d96c54a9445a7378172,膜法研究院,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670694608&username=@831510cb3b972d96c54a9445a7378172&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,"stay young, stay simple, forever naive.",8,0,MFYJY,mofayanjiuyuan,,,0,0,0,0,福建,厦门,,0,0,,0,gh_,,0
[],0,@c782a857103e894a6562d53d68852baa,极客汽车,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670694819&username=@c782a857103e894a6562d53d68852baa&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,汽车科技新媒体，关注车联网、新能源车、自动驾驶，以及所有和汽车创新、汽车智能、汽车科技相关的人、事、物。我们致力于发现并推动更美好的出行生活！,24,0,JKQC,jikeqiche,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@751ace1e91218529327403bc0013f17f,AutoLab,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670694832&username=@751ace1e91218529327403bc0013f17f&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,汽车科技媒体，掌握汽车创新潮流，从关注AutoLab汽车实验室开始。,24,0,AUTOLAB,AutoLab,,,0,0,0,0,上海,,,0,0,,0,gh_,,0
[],0,@9d6e60d3502700446b223f33095b7ad9,新智元,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670694837&username=@9d6e60d3502700446b223f33095b7ad9&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,智能+中国主平台，致力于推动中国从互联网+迈向智能+新纪元。重点关注人工智能、机器人等前沿领域发展，关注人机融合、人工智能和机器人革命对人类社会与文明进化的影响，领航中国新智能时代。,24,0,XZY,xinzhiyuan,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@0435e8717c48a9558d67ae5858396a95,车云,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670694843&username=@0435e8717c48a9558d67ae5858396a95&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,车云（http://www.cheyun.com）是一家汽车科技媒体，始终专注汽车的智能化、网联化、电气化趋势，注重探索在移动互联网时代的汽车产业未来。,24,0,CY,cheyun,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@dfa9bb07337d019509e8160ec5d87359,车威,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670695865&username=@dfa9bb07337d019509e8160ec5d87359&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,不管是选车买车，还是想了解汽车行业大事小情，看车威准没错。试驾评测，新鲜资讯，应有尽有。,24,0,CW,chewei,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@7d47af9f55fa29fc154cddbcafc01980,淘宝大学,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670696141&username=@7d47af9f55fa29fc154cddbcafc01980&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,淘宝大学，是全球领先的电子商务公司阿里集团旗下的核心教育培训部门。她以不断提升网商成长为己任，整合集团内外及领域内的优势资源，历经12年的积淀和发展，每一步皆立足电商成长之所需，打造线上线下多元化、全方位的电商学习平台。,24,0,TBDX,taobaodaxue,,,0,0,0,0,浙江,杭州,,0,0,,0,gh_,,0
[],0,@c4ea3504b7cc55e79fef372c004fd614,DesignBoastology,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670698098&username=@c4ea3504b7cc55e79fef372c004fd614&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,人、公民、伪设计从业者,8,0,DESIGNBOASTOLOGY,DesignBoastology,,,0,0,0,0,江苏,无锡,,0,0,,0,gh_,,0
[],0,@e044f7d0287f9d18598a571f494d80e9f03f51c5791181ee250a1031e2fc7378,微信公众平台,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670698116&username=@e044f7d0287f9d18598a571f494d80e9f03f51c5791181ee250a1031e2fc7378&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,帮助您了解公众帐号，更好地运营微信公众帐号。,24,0,WXGZPT,weixingongzhongpingtai,,,0,0,0,0,广东,广州,,0,0,,0,wei,,0
[],0,@23dfeaafa27bb46bde447c8f72bc16d1,公众平台安全助手,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670698127&username=@23dfeaafa27bb46bde447c8f72bc16d1&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,3,0,,0,0,提供微信公众号登录和群发等安全操作，在手机上查收消息、评论、赞赏，新建群发和查看群发历史。,24,0,GZPTAQZS,gongzhongpingtaianquanzhushou,,,0,0,0,98459,广东,广州,,0,0,,0,mph,,0
[],0,@069bf2bcf5093eee183e2853378aca39,默研小站,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670698249&username=@069bf2bcf5093eee183e2853378aca39&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,一个膜法师的姿势水平之路,8,0,MYXZ,moyanxiaozhan,,,0,0,0,0,广东,广州,,0,0,,0,gh_,,0
[],0,@50786f9ac5ffa2ee141661ae24eebcb0,有利网理财平台,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=650890545&username=@50786f9ac5ffa2ee141661ae24eebcb0&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,有利网理财唯一官方服务号。自2013年项目上线以来，累计达成超590亿投资，注册人数超过3000万人。我们一直期望通过安全、便捷、高收益的理财服务让您的优质生活来得更快、更稳,24,0,YLWLCPT,youliwanglicaipingtai,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@9deacb949c9e285b725098eaeb1a7e44,秦路,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670705171&username=@9deacb949c9e285b725098eaeb1a7e44&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,我不帅，无趣，每说三句话就会撒两次谎,8,0,QL,qinlu,,,0,0,0,0,上海,嘉定,,0,0,,0,gh_,,0
[],0,@e421b64d466fd121f6aa3f01f737365e,数据团学社,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670708323&username=@e421b64d466fd121f6aa3f01f737365e&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,由“城市数据团”推出，专注于数据的知识分享与技术交流,24,0,SJTXS,shujutuanxueshe,,,0,0,0,0,上海,杨浦,,0,0,,0,gh_,,0
[],0,@89af85c7833a901566bf7d7d81769f70,199IT互联网数据中心,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670719839&username=@89af85c7833a901566bf7d7d81769f70&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,199IT-互联网数据中心：发掘、分享数据价值，为您提供一个丰富的大数据内容平台！网站（199it.com）、微博（weibo.com/199it）、大数据导航（hao.199it.com），感谢您的关注。,24,0,199ITHLWSJZX,199IThulianwangshujuzhongxin,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@b487286561bb9e5a75f1a2df6cb39417,CNNIC互联网研究,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670719847&username=@b487286561bb9e5a75f1a2df6cb39417&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,CNNIC互联网研究,24,0,CNNICHLWYJ,CNNIChulianwangyanjiu,,,0,0,0,0,北京,海淀,,0,0,,0,gh_,,0
[],0,@01bc9b054caf88838e806dd7b890a578,Analysys易观,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670719855&username=@01bc9b054caf88838e806dd7b890a578&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,易观是中国领先的大数据分析公司，易观产品家族包括易观千帆、易观方舟以及行业解决方案等。,24,0,ANALYSYSYG,Analysysyiguan,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
[],0,@8409d004e36e5459b069c46422698043,艾瑞网,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=670719863&username=@8409d004e36e5459b069c46422698043&skey=@crypt_e5fa4716_c7ecc4b9880fc662d28c35f0c1cc5ddd,1,0,,0,0,这里有互联网行业最深度的解读分析和最新鲜的数据资讯，以及自媒体精英的独特视点和热辣评论，是互联网从业者必须关注的微信公共帐号。,24,0,ARW,airuiwang,,,0,0,0,0,北京,朝阳,,0,0,,0,gh_,,0
